,lat,lon,Record Count
0,41.877383471,-87.680654116,738.0
1,41.97907082,-87.90303966100001,1237978.0
2,41.690633346999995,-87.570058269,1488.0
3,41.665167734,-87.535284961,1.0
4,41.660136051,-87.60284764,160.0
5,42.005559764000004,-87.901885838,136.0
